"Code","Country","HDI","infoalawk","d7","d100","%poburb18","%pobrur18","GS_2017","PPP_2018","StringencyIndex","Indice","Apoyo Economico","Densidad (2018)","Desempleo (% al 2019)","Contagd100"
"IND","India",0.6469,"Campañas del gobierno",2020-02-05,2020-05-08,34.03,65.97,3.53495962917805,2005.86300452403,10.19,0.2830485,"Sin apoyo",454.938072575247,9,59695
"IRL","Ireland",0.9425,"Campañas integrales",2020-03-06,2020-06-07,63.17,36.83,7.18438327312469,78621.2279552716,11.11,1.420338,"Sin apoyo",70.6534475250399,7,25201
"IRQ","Iraq",0.6888,"Campañas integrales",2020-03-01,2020-06-02,70.47,29.53,4.16663028299809,5834.16621076139,52.78,-1.320548,"Sin apoyo",88.5305700354617,16,7387
"ISL","Iceland",0.9385,"Campañas integrales",2020-03-05,2020-06-06,93.81,6.19,8.32629129290581,72968.7042306678,16.67,1.465655,"Sin apoyo",3.51841396508728,3,1806
"ISR","Israel",0.9062,"Campañas integrales",2020-02-27,2020-05-30,92.42,7.58,7.40746408700943,41719.7254417057,19.44,1.208207,"Sin apoyo",410.480591497227,4,17012
"ITA","Italy",0.8826,"Campañas integrales",2020-02-06,2020-05-09,70.44,29.56,8.84025916457176,34520.085162403,19.44,0.4138835,"Sin apoyo",205.418372203713,11,218268
"JAM","Jamaica",0.7257,"Campañas integrales",2020-03-17,2020-06-18,55.67,44.33,5.98841682076454,5354.2368587703,59.26,0.4967112,"Sin apoyo",270.993074792244,12,638
"JOR","Jordan",0.7234,"Campañas integrales",2020-03-09,2020-06-10,90.98,9.02,8.11925083398819,4241.78878213854,11.11,0.112718,"Sin apoyo",112.14249831043,18,863
"JPN","Japan",0.9147,"Ninguna",2020-01-28,2020-04-30,91.62,8.38,10.9359331429005,39159.4235633952,2.78,1.675817,"Sin apoyo",347.073458415624,3,14284
"KAZ","Kazakhstan",0.8172,"Campañas integrales",2020-03-19,2020-06-20,57.43,42.57,3.12536172568798,9812.60140498928,80.09,0.0217204,"Menos del 50% del sueldo",6.76982572137645,5,17225
"KEN","Kenya",0.5786,"Campañas integrales",2020-03-19,2020-06-20,27.03,72.97,4.80254329741001,1707.98680529003,59.26,-0.4108523,"Sin apoyo",90.2994166637383,40,4478
"KHM","Cambodia",0.5815,"Ninguna",2020-02-02,2020-05-05,23.39,76.61,5.91884180903435,1512.12670972847,0,-0.568605,"Sin apoyo",92.0564128710628,0,122
"KWT","Kuwait",0.8084,"Campañas integrales",2020-03-01,2020-06-02,100,0,5.2913848310709,33994.3819171507,27.78,-0.0878059,"Sin apoyo",232.172390572391,1,28649
"LBN","Lebanon",0.7301,"Campañas del gobierno",2020-02-27,2020-05-30,88.59,11.41,8.19554403424263,8024.80327081387,8.33,-0.6402023,"Sin apoyo",669.494134897361,10,1191
"LBR","Liberia",0.4647,"Campañas del gobierno",2020-03-22,2020-06-23,51.15,48.85,8.15533772110939,677.322178545364,74.07,-1.340831,"Sin apoyo",50.0309073920266,3,652
"LKA","Sri Lanka",0.7801,"Campañas del gobierno",2020-02-02,2020-05-05,18.48,81.52,3.81142050027847,4080.56712469552,8.33,-0.2353793,"Sin apoyo",345.558922022006,4,771
"LSO","Lesotho",0.518,"Campañas integrales",2020-05-19,2020-08-20,28.15,71.85,8.76315832138062,1221.88376312516,62.04,-0.8609057,"Sin apoyo",69.437812911726,28,996
"LTU","Lithuania",0.8693,"Campañas integrales",2020-03-05,2020-06-06,67.68,32.32,6.45756423473358,19080.6173717553,11.11,1.072398,"Sin apoyo",44.7230757742448,7,1705
"LUX","Luxembourg",0.9087,"Campañas integrales",2020-03-06,2020-06-07,90.98,9.02,5.4810743778944,116654.26106674,11.11,1.778221,"Sin apoyo",250.185185185185,6,4039
"LVA","Latvia",0.8539,"Campañas del gobierno",2020-03-08,2020-06-09,68.14,31.86,5.95566183328629,17805.2803143817,8.33,1.043452,"Sin apoyo",30.9934705693149,9,1089
"MAR","Morocco",0.6764,"Campañas del gobierno",2020-03-08,2020-06-09,62.45,37.55,5.24520017206669,3222.20063433213,5.56,-0.2092959,"Sin apoyo",80.7285189334528,10,8437
"MDG","Madagascar",0.5207,"Campañas integrales",2020-03-26,2020-06-27,37.19,62.81,5.50203807651997,527.501326141803,91.67,-1.153121,"Sin apoyo",45.1398556204881,2,2005
"MEX","Mexico",0.7674,"Ninguna",2020-03-05,2020-06-06,80.16,19.84,5.51654137670994,9673.44367360619,2.78,-0.153388,"Sin apoyo",64.9146264050001,3,113619
"MLI","Mali",0.4272,"Campañas integrales",2020-03-31,2020-07-02,42.36,57.64,3.79398502409458,900.110164506815,72.22,-1.004638,"Sin apoyo",15.635015858186,8,2260
"MNG","Mongolia",0.7347,"Campañas integrales",2020-03-16,2020-06-17,68.44,31.55,4.00230102241039,4134.98719823511,57.41,-0.2333477,"Sin apoyo",2.04060866654651,8,201
"MOZ","Mozambique",0.446,"Campañas integrales",2020-03-28,2020-06-29,35.99,64.01,4.94119822978973,498.957220208652,47.22,-0.8742813,"Sin apoyo",37.508535313716,25,883
"MRT","Mauritania",0.5271,"Campañas integrales",2020-03-20,2020-06-21,53.67,46.33,4.40315157175064,1600.87646860561,57.41,-0.7266325,"Sin apoyo",4.27216357815077,10,2984
"MUS","Mauritius",0.7964,"Ninguna",2020-03-24,2020-06-25,40.79,59.21,5.71872070431709,11208.2273695738,71.3,0.8760849,"Menos del 50% del sueldo",623.30197044335,7,341
"MWI","Malawi",0.4854,"Campañas integrales",2020-04-08,2020-07-10,16.94,83.06,9.64823141694069,381.258987601084,56.48,-0.7286705,"Sin apoyo",192.440761561307,20,2069
"MYS","Malaysia",0.8042,"Campañas integrales",2020-01-31,2020-05-03,76.04,23.96,3.85939814150333,11373.2330025676,19.44,1.075348,"Sin apoyo",95.9628214883579,3,6298
"NAM","Namibia",0.645,"Campañas integrales",2020-03-20,2020-06-21,50.03,49.97,8.55095684528351,5495.42883582824,50,0.106442,"Sin apoyo",2.97374558175127,34,55
"NER","Niger",0.3766,"Campañas integrales",2020-03-26,2020-06-27,16.43,83.58,7.73996263742447,571.526992228733,52.78,-0.7660425,"Sin apoyo",17.7176505881424,0,1062
"NGA","Nigeria",0.5341,"Campañas integrales",2020-03-05,2020-06-06,50.34,49.66,3.75553853809834,2032.72970882575,11.11,-1.022591,"Sin apoyo",215.064988965381,17,12233
"NIC","Nicaragua",0.6511,"Campañas del gobierno",2020-03-25,2020-06-26,58.52,41.48,8.64546522498131,2020.54702818624,8.33,-0.8024699,"Sin apoyo",53.7270483629716,6,2170
"NLD","Netherlands",0.9335,"Ninguna",2020-03-04,2020-06-05,91.49,8.51,10.1008348166943,53048.0962104394,0,1.850466,"Sin apoyo",511.475927574948,5,47358
"NOR","Norway",0.9537,"Campañas integrales",2020-03-03,2020-06-04,82.25,17.75,10.4463420808315,81734.4655736102,11.11,1.887119,"Sin apoyo",14.5482916341657,4,8504
"NPL","Nepal",0.5795,"Campañas integrales",2020-01-31,2020-05-03,19.74,80.26,5.55329509079456,1038.65164702443,13.89,-0.9023383,"Sin apoyo",195.939107080572,3,75
"NZL","New Zealand",0.9209,"Campañas integrales",2020-03-05,2020-06-06,86.54,13.46,9.1700553894043,42949.9305849512,19.44,1.670251,"Sin apoyo",18.3851733697923,5,1504
"PAK","Pakistan",0.5604,"Campañas integrales",2020-03-02,2020-06-03,36.67,63.33,2.89863366633654,1482.30566684338,28.7,-0.6338443,"Sin apoyo",275.289318700706,6,85264
"PAN","Panama",0.7951,"Campañas del gobierno",2020-03-16,2020-06-17,67.71,32.29,7.31949135661125,15592.573678922,48.15,-0.019452,"Sin apoyo",56.1860774818402,6,22597
"PER","Peru",0.7591,"Campañas integrales",2020-03-12,2020-06-13,77.91,22.09,4.99515049159527,6941.23584763012,44.44,-0.2454309,"Sin apoyo",24.99160625,7,220749
"PHL","Philippines",0.7119,"Campañas integrales",2020-02-05,2020-05-08,46.91,53.09,4.44640778005123,3252.09232412664,19.44,0.0495094,"Sin apoyo",357.688305329175,6,10463
"POL","Poland",0.8718,"Campañas integrales",2020-03-10,2020-06-11,60.06,39.94,6.5419539809227,15460.6442805468,25,0.6626508,"Sin apoyo",124.023482151605,5,28201
"PRT","Portugal",0.8502,"Campañas integrales",2020-03-08,2020-06-09,65.21,34.79,8.96957442164421,23461.5718628115,11.11,1.208909,"Sin apoyo",112.2619412173,9,35306
"PRY","Paraguay",0.7243,"Campañas del gobierno",2020-03-14,2020-06-15,61.59,38.41,6.65456876158714,5805.67561638869,50.93,-0.5172144,"Sin apoyo",17.5083589227284,6,1296
"QAT","Qatar",0.8484,"Campañas del gobierno",2020-03-06,2020-06-07,99.14,0.86,2.60742865502834,68793.7844372614,13.89,0.6312364,"Sin apoyo",239.593195521103,9,68790
"ROU","Romania",0.8156,"Campañas integrales",2020-03-03,2020-06-04,54,46,5.15788830816746,12408.5964891293,16.67,-0.2534418,"Sin apoyo",84.633801286509,5,19907
"RWA","Rwanda",0.536,"Campañas integrales",2020-03-20,2020-06-21,17.21,82.79,6.57159835100174,782.618140904879,42.59,0.2068089,"Sin apoyo",498.659870287799,3,728
"SAU","Saudi Arabia",0.857,"Campañas integrales",2020-03-08,2020-06-09,83.84,16.16,5.23025318980217,23338.9634581127,19.44,0.3234982,"Sin apoyo",15.6766543082956,6,108571
"SEN","Senegal",0.5138,"Ninguna",2020-03-08,2020-06-09,47.19,52.81,4.13406379520893,1465.59100640191,0,-0.2678156,"Sin apoyo",82.3474783150678,48,4516
"SGP","Singapore",0.9348,"Campañas integrales",2020-01-29,2020-05-01,100,0,4.44038286805153,66188.7793961798,19.44,2.231474,"Sin apoyo",7952.9984184018,2,17101
"SLE","Sierra Leone",0.4385,"Campañas del gobierno",2020-04-06,2020-07-08,42.05,57.95,13.4209275245667,533.991184258936,88.89,-1.142948,"Sin apoyo",105.987170961485,15,1584
"SLV","El Salvador",0.6667,"Campañas integrales",2020-03-25,2020-06-26,72.02,27.98,7.22756013274193,4067.65944881154,88.89,-0.4471425,"Sin apoyo",309.881467181467,7,5517
"SRB","Serbia",0.7993,"Campañas integrales",2020-03-12,2020-06-13,56.09,43.91,8.43395814299583,7246.19198607054,25,0.1116198,"Sin apoyo",79.8376857992225,14,12251
"SUR","Suriname",0.7237,"Campañas integrales",2020-03-20,2020-06-21,66.06,33.94,6.2297698110342,6003.723065571,52.78,-0.6553037,"Sin apoyo",3.69225,9,314
"SVN","Slovenia",0.9016,"Campañas integrales",2020-03-11,2020-06-12,54.54,45.46,8.18701758980751,26054.5421049784,25,1.125806,"Sin apoyo",102.96366052404,7,1490
"SWE","Sweden",0.9366,"Ninguna",2020-02-07,2020-05-10,87.43,12.57,11.0187463462353,54589.0603860606,0,1.830975,"Sin apoyo",24.9814981218237,7,26846
"SYC","Seychelles",0.8014,"Campañas integrales",2020-03-20,2020-06-21,56.69,43.31,5.0067350268364,16390.824875738,34.26,0.502284,"Sin apoyo",210.352173913043,3,11
"TGO","Togo",0.5127,"Ninguna",2020-03-12,2020-06-13,41.7,58.3,6.19951225817204,678.95563806112,0,-1.057791,"Sin apoyo",145.046773303916,7,530
"THA","Thailand",0.7646,"Ninguna",2020-01-28,2020-04-30,49.95,50.05,3.74601632356644,7295.47561612095,0,0.3499596,"Sin apoyo",135.897206835131,1,2954
"TJK","Tajikistan",0.656,"Campañas integrales",2020-05-06,2020-08-07,27.13,72.87,7.22881481051445,826.621530538704,48.15,-1.097704,"Sin apoyo",65.5727141724908,2,7706
"TUN","Tunisia",0.7392,"Campañas del gobierno",2020-03-10,2020-06-11,68.94,31.05,7.23245739936829,3438.78908914627,24.07,-0.1052618,"Sin apoyo",74.4413233779609,16,1087
"TUR","Turkey",0.8065,"Campañas integrales",2020-03-17,2020-06-18,75.14,24.86,4.21630293130875,9370.1763549731,52.78,0.0060968,"Sin apoyo",106.960128893104,11,184031
"UGA","Uganda",0.5282,"Campañas integrales",2020-03-27,2020-06-28,23.77,76.23,6.18775598704815,767.097759575903,69.44,-0.6060399,"Sin apoyo",213.061734490325,9,859
"UKR","Ukraine",0.7497,"Campañas integrales",2020-03-09,2020-06-10,69.35,30.65,6.99532032012939,3096.81740221352,11.11,-0.4152199,"Sin apoyo",77.0296708039151,9,29015
"URY","Uruguay",0.8078,"Campañas integrales",2020-03-19,2020-06-20,95.33,4.67,9.29621160030365,17277.9701101852,54.63,0.5582148,"Menos del 50% del sueldo",19.7080276539824,8,859
"ZAF","South Africa",0.7049,"Campañas integrales",2020-03-11,2020-06-12,66.36,33.65,8.11311826109886,6374.02819575944,13.89,0.3403786,"Sin apoyo",47.6301197767684,28,61927
"ZMB","Zambia",0.5915,"Campañas integrales",2020-03-24,2020-06-25,43.52,56.48,4.47034128010273,1556.33448154128,27.78,-0.5592093,"Sin apoyo",23.3414789007116,15,1497
"ZWE","Zimbabwe",0.5631,"Campañas del gobierno",2020-03-26,2020-06-27,32.21,67.79,6.63591623306274,1683.74057709465,56.48,-1.19886,"Sin apoyo",37.3245909267158,11,567
