Country Name,Country Code,Series Name,Series Code,2019 [YR2019]
"Congo, Dem. Rep.",COD,Regulatory Quality: Estimate,RQ.EST,-1.509667
"Congo, Rep.",COG,Regulatory Quality: Estimate,RQ.EST,-1.299436
Cook Islands,COK,Regulatory Quality: Estimate,RQ.EST,..
Costa Rica,CRI,Regulatory Quality: Estimate,RQ.EST,0.4980351
Cote d'Ivoire,CIV,Regulatory Quality: Estimate,RQ.EST,-0.2428631
Croatia,HRV,Regulatory Quality: Estimate,RQ.EST,0.5910058
Cuba,CUB,Regulatory Quality: Estimate,RQ.EST,-1.486731
Cyprus,CYP,Regulatory Quality: Estimate,RQ.EST,1.012343
Czech Republic,CZE,Regulatory Quality: Estimate,RQ.EST,1.245128
Denmark,DNK,Regulatory Quality: Estimate,RQ.EST,1.565012
Djibouti,DJI,Regulatory Quality: Estimate,RQ.EST,-0.7717019
Dominica,DMA,Regulatory Quality: Estimate,RQ.EST,0.1019005
Dominican Republic,DOM,Regulatory Quality: Estimate,RQ.EST,-0.0535924
Ecuador,ECU,Regulatory Quality: Estimate,RQ.EST,-0.8236187
"Egypt, Arab Rep.",EGY,Regulatory Quality: Estimate,RQ.EST,-0.827766
El Salvador,SLV,Regulatory Quality: Estimate,RQ.EST,0.0216385
Equatorial Guinea,GNQ,Regulatory Quality: Estimate,RQ.EST,-1.520516
Eritrea,ERI,Regulatory Quality: Estimate,RQ.EST,-2.274918
Estonia,EST,Regulatory Quality: Estimate,RQ.EST,1.591124
Eswatini,SWZ,Regulatory Quality: Estimate,RQ.EST,-0.6122774
Ethiopia,ETH,Regulatory Quality: Estimate,RQ.EST,-0.8889709
Fiji,FJI,Regulatory Quality: Estimate,RQ.EST,-0.2174181
Finland,FIN,Regulatory Quality: Estimate,RQ.EST,1.851015
France,FRA,Regulatory Quality: Estimate,RQ.EST,1.440292
French Guiana,GUF,Regulatory Quality: Estimate,RQ.EST,1.314049
Gabon,GAB,Regulatory Quality: Estimate,RQ.EST,-0.9571223
"Gambia, The",GMB,Regulatory Quality: Estimate,RQ.EST,-0.6649198
Georgia,GEO,Regulatory Quality: Estimate,RQ.EST,1.122067
Germany,DEU,Regulatory Quality: Estimate,RQ.EST,1.72305
Ghana,GHA,Regulatory Quality: Estimate,RQ.EST,-0.1110496
Greece,GRC,Regulatory Quality: Estimate,RQ.EST,0.529879
Greenland,GRL,Regulatory Quality: Estimate,RQ.EST,1.360825
Grenada,GRD,Regulatory Quality: Estimate,RQ.EST,-0.3131911
Guam,GUM,Regulatory Quality: Estimate,RQ.EST,0.0823403
Guatemala,GTM,Regulatory Quality: Estimate,RQ.EST,-0.2249926
Guinea,GIN,Regulatory Quality: Estimate,RQ.EST,-0.7698209
Guinea-Bissau,GNB,Regulatory Quality: Estimate,RQ.EST,-1.233335
Guyana,GUY,Regulatory Quality: Estimate,RQ.EST,-0.6206163
Haiti,HTI,Regulatory Quality: Estimate,RQ.EST,-1.260672
Honduras,HND,Regulatory Quality: Estimate,RQ.EST,-0.4927323
"Hong Kong SAR, China",HKG,Regulatory Quality: Estimate,RQ.EST,1.983408
Hungary,HUN,Regulatory Quality: Estimate,RQ.EST,0.6034867
Iceland,ISL,Regulatory Quality: Estimate,RQ.EST,1.372984
India,IND,Regulatory Quality: Estimate,RQ.EST,-0.1605557
Indonesia,IDN,Regulatory Quality: Estimate,RQ.EST,-0.0933143
"Iran, Islamic Rep.",IRN,Regulatory Quality: Estimate,RQ.EST,-1.423137
Iraq,IRQ,Regulatory Quality: Estimate,RQ.EST,-1.179968
Ireland,IRL,Regulatory Quality: Estimate,RQ.EST,1.60191
Israel,ISR,Regulatory Quality: Estimate,RQ.EST,1.280995
Italy,ITA,Regulatory Quality: Estimate,RQ.EST,0.9549631
Jamaica,JAM,Regulatory Quality: Estimate,RQ.EST,0.167549
Japan,JPN,Regulatory Quality: Estimate,RQ.EST,1.326957
"Jersey, Channel Islands",JEY,Regulatory Quality: Estimate,RQ.EST,0.9227423
Jordan,JOR,Regulatory Quality: Estimate,RQ.EST,0.0346094
Kazakhstan,KAZ,Regulatory Quality: Estimate,RQ.EST,0.1372265
Kenya,KEN,Regulatory Quality: Estimate,RQ.EST,-0.2770375
Kiribati,KIR,Regulatory Quality: Estimate,RQ.EST,-0.6217977
"Korea, Dem. People’s Rep.",PRK,Regulatory Quality: Estimate,RQ.EST,-2.396794
"Korea, Rep.",KOR,Regulatory Quality: Estimate,RQ.EST,1.069813
Kosovo,XKX,Regulatory Quality: Estimate,RQ.EST,-0.3472778
Kuwait,KWT,Regulatory Quality: Estimate,RQ.EST,0.0649239
Kyrgyz Republic,KGZ,Regulatory Quality: Estimate,RQ.EST,-0.347351
Lao PDR,LAO,Regulatory Quality: Estimate,RQ.EST,-0.7132146
Latvia,LVA,Regulatory Quality: Estimate,RQ.EST,1.192686
Lebanon,LBN,Regulatory Quality: Estimate,RQ.EST,-0.4255922
Lesotho,LSO,Regulatory Quality: Estimate,RQ.EST,-0.5356036
Liberia,LBR,Regulatory Quality: Estimate,RQ.EST,-0.9789448
Libya,LBY,Regulatory Quality: Estimate,RQ.EST,-2.346947
Liechtenstein,LIE,Regulatory Quality: Estimate,RQ.EST,1.540814
Lithuania,LTU,Regulatory Quality: Estimate,RQ.EST,1.157364
Luxembourg,LUX,Regulatory Quality: Estimate,RQ.EST,1.699882
"Macao SAR, China",MAC,Regulatory Quality: Estimate,RQ.EST,1.627074
Madagascar,MDG,Regulatory Quality: Estimate,RQ.EST,-0.7300456
Malawi,MWI,Regulatory Quality: Estimate,RQ.EST,-0.7011955
Malaysia,MYS,Regulatory Quality: Estimate,RQ.EST,0.6731408
Maldives,MDV,Regulatory Quality: Estimate,RQ.EST,-0.4796147
Mali,MLI,Regulatory Quality: Estimate,RQ.EST,-0.573186
Malta,MLT,Regulatory Quality: Estimate,RQ.EST,0.9556454
Marshall Islands,MHL,Regulatory Quality: Estimate,RQ.EST,-1.116794
Martinique,MTQ,Regulatory Quality: Estimate,RQ.EST,1.228176
Mauritania,MRT,Regulatory Quality: Estimate,RQ.EST,-0.7593397
Mauritius,MUS,Regulatory Quality: Estimate,RQ.EST,0.9965204
Mexico,MEX,Regulatory Quality: Estimate,RQ.EST,0.1036798
"Micronesia, Fed. Sts.",FSM,Regulatory Quality: Estimate,RQ.EST,-0.9603013
Moldova,MDA,Regulatory Quality: Estimate,RQ.EST,0.0097867
Monaco,MCO,Regulatory Quality: Estimate,RQ.EST,..
Mongolia,MNG,Regulatory Quality: Estimate,RQ.EST,-0.011242
Montenegro,MNE,Regulatory Quality: Estimate,RQ.EST,0.3652315
Morocco,MAR,Regulatory Quality: Estimate,RQ.EST,-0.2115284
Mozambique,MOZ,Regulatory Quality: Estimate,RQ.EST,-0.7247643
Myanmar,MMR,Regulatory Quality: Estimate,RQ.EST,-0.7603928
Namibia,NAM,Regulatory Quality: Estimate,RQ.EST,-0.1089083
Nauru,NRU,Regulatory Quality: Estimate,RQ.EST,-0.0331936
Nepal,NPL,Regulatory Quality: Estimate,RQ.EST,-0.7013751
Netherlands,NLD,Regulatory Quality: Estimate,RQ.EST,1.861079
Netherlands Antilles,ANT,Regulatory Quality: Estimate,RQ.EST,..
New Zealand,NZL,Regulatory Quality: Estimate,RQ.EST,1.880907
Nicaragua,NIC,Regulatory Quality: Estimate,RQ.EST,-0.6890581
Niger,NER,Regulatory Quality: Estimate,RQ.EST,-0.6687045
Nigeria,NGA,Regulatory Quality: Estimate,RQ.EST,-0.8609852
Niue,NIU,Regulatory Quality: Estimate,RQ.EST,..
North Macedonia,MKD,Regulatory Quality: Estimate,RQ.EST,0.5087845
Norway,NOR,Regulatory Quality: Estimate,RQ.EST,1.804055
Oman,OMN,Regulatory Quality: Estimate,RQ.EST,0.2924571
Pakistan,PAK,Regulatory Quality: Estimate,RQ.EST,-0.6444789
Palau,PLW,Regulatory Quality: Estimate,RQ.EST,-0.007541
Panama,PAN,Regulatory Quality: Estimate,RQ.EST,0.361897
Papua New Guinea,PNG,Regulatory Quality: Estimate,RQ.EST,-0.5425464
Paraguay,PRY,Regulatory Quality: Estimate,RQ.EST,-0.203458
Peru,PER,Regulatory Quality: Estimate,RQ.EST,0.5639061
Philippines,PHL,Regulatory Quality: Estimate,RQ.EST,0.0093082
Poland,POL,Regulatory Quality: Estimate,RQ.EST,1.014124
Portugal,PRT,Regulatory Quality: Estimate,RQ.EST,0.969747
Puerto Rico,PRI,Regulatory Quality: Estimate,RQ.EST,0.7319591
Qatar,QAT,Regulatory Quality: Estimate,RQ.EST,0.6793299
Reunion,REU,Regulatory Quality: Estimate,RQ.EST,1.228176
Romania,ROU,Regulatory Quality: Estimate,RQ.EST,0.4620536
Russian Federation,RUS,Regulatory Quality: Estimate,RQ.EST,-0.4316224
Rwanda,RWA,Regulatory Quality: Estimate,RQ.EST,0.0773843
Samoa,WSM,Regulatory Quality: Estimate,RQ.EST,-0.223842
San Marino,SMR,Regulatory Quality: Estimate,RQ.EST,..
Sao Tome and Principe,STP,Regulatory Quality: Estimate,RQ.EST,-0.9070695
Saudi Arabia,SAU,Regulatory Quality: Estimate,RQ.EST,-0.0681949
Senegal,SEN,Regulatory Quality: Estimate,RQ.EST,-0.1122398
Serbia,SRB,Regulatory Quality: Estimate,RQ.EST,0.1138671
Seychelles,SYC,Regulatory Quality: Estimate,RQ.EST,-0.1530527
Sierra Leone,SLE,Regulatory Quality: Estimate,RQ.EST,-0.8819937
Singapore,SGP,Regulatory Quality: Estimate,RQ.EST,2.161377
Slovak Republic,SVK,Regulatory Quality: Estimate,RQ.EST,1.00678
Slovenia,SVN,Regulatory Quality: Estimate,RQ.EST,1.008839
Solomon Islands,SLB,Regulatory Quality: Estimate,RQ.EST,-0.8322486
Somalia,SOM,Regulatory Quality: Estimate,RQ.EST,-2.203132
South Africa,ZAF,Regulatory Quality: Estimate,RQ.EST,0.1561717
South Sudan,SSD,Regulatory Quality: Estimate,RQ.EST,-2.048965
Spain,ESP,Regulatory Quality: Estimate,RQ.EST,1.05019
Sri Lanka,LKA,Regulatory Quality: Estimate,RQ.EST,-0.1843704
St. Kitts and Nevis,KNA,Regulatory Quality: Estimate,RQ.EST,0.5020854
St. Lucia,LCA,Regulatory Quality: Estimate,RQ.EST,0.2349653
St. Vincent and the Grenadines,VCT,Regulatory Quality: Estimate,RQ.EST,0.2122325
Sudan,SDN,Regulatory Quality: Estimate,RQ.EST,-1.673834
Suriname,SUR,Regulatory Quality: Estimate,RQ.EST,-0.6795514
Sweden,SWE,Regulatory Quality: Estimate,RQ.EST,1.801675
Switzerland,CHE,Regulatory Quality: Estimate,RQ.EST,1.664479
Syrian Arab Republic,SYR,Regulatory Quality: Estimate,RQ.EST,-1.757903
"Taiwan, China",TWN,Regulatory Quality: Estimate,RQ.EST,1.40276
Tajikistan,TJK,Regulatory Quality: Estimate,RQ.EST,-1.011065
Tanzania,TZA,Regulatory Quality: Estimate,RQ.EST,-0.6409062
Thailand,THA,Regulatory Quality: Estimate,RQ.EST,0.116105
Timor-Leste,TLS,Regulatory Quality: Estimate,RQ.EST,-0.784347
Togo,TGO,Regulatory Quality: Estimate,RQ.EST,-0.6789817
Tonga,TON,Regulatory Quality: Estimate,RQ.EST,-0.3266392
Trinidad and Tobago,TTO,Regulatory Quality: Estimate,RQ.EST,-0.150986
Tunisia,TUN,Regulatory Quality: Estimate,RQ.EST,-0.4372052
Turkey,TUR,Regulatory Quality: Estimate,RQ.EST,-0.0073169
Turkmenistan,TKM,Regulatory Quality: Estimate,RQ.EST,-1.957602
Tuvalu,TUV,Regulatory Quality: Estimate,RQ.EST,-0.5554741
Uganda,UGA,Regulatory Quality: Estimate,RQ.EST,-0.3742244
Ukraine,UKR,Regulatory Quality: Estimate,RQ.EST,-0.2586701
United Arab Emirates,ARE,Regulatory Quality: Estimate,RQ.EST,0.9793252
United Kingdom,GBR,Regulatory Quality: Estimate,RQ.EST,1.625853
United States,USA,Regulatory Quality: Estimate,RQ.EST,1.345358
Uruguay,URY,Regulatory Quality: Estimate,RQ.EST,0.5094084
Uzbekistan,UZB,Regulatory Quality: Estimate,RQ.EST,-0.9932925
Vanuatu,VUT,Regulatory Quality: Estimate,RQ.EST,-0.4600436
"Venezuela, RB",VEN,Regulatory Quality: Estimate,RQ.EST,-2.359116
Vietnam,VNM,Regulatory Quality: Estimate,RQ.EST,-0.2623483
Virgin Islands (U.S.),VIR,Regulatory Quality: Estimate,RQ.EST,1.228176
West Bank and Gaza,PSE,Regulatory Quality: Estimate,RQ.EST,0.0338156
"Yemen, Rep.",YEM,Regulatory Quality: Estimate,RQ.EST,-1.66393
Zambia,ZMB,Regulatory Quality: Estimate,RQ.EST,-0.5542691
Zimbabwe,ZWE,Regulatory Quality: Estimate,RQ.EST,-1.463199
,,,,
,,,,
,,,,
Data from database: Worldwide Governance Indicators,,,,
Last Updated: 09/28/2020,,,,
