Country Name,Country Code,Series Name,Series Code,2019 [YR2019]
China,CHN,Government Effectiveness: Estimate,GE.EST,0.5182531
Colombia,COL,Government Effectiveness: Estimate,GE.EST,0.0712232
Comoros,COM,Government Effectiveness: Estimate,GE.EST,-1.669198
"Congo, Dem. Rep.",COD,Government Effectiveness: Estimate,GE.EST,-1.627429
"Congo, Rep.",COG,Government Effectiveness: Estimate,GE.EST,-1.387707
Cook Islands,COK,Government Effectiveness: Estimate,GE.EST,..
Costa Rica,CRI,Government Effectiveness: Estimate,GE.EST,0.4231587
Cote d'Ivoire,CIV,Government Effectiveness: Estimate,GE.EST,-0.482588
Croatia,HRV,Government Effectiveness: Estimate,GE.EST,0.4099745
Cuba,CUB,Government Effectiveness: Estimate,GE.EST,-0.1725442
Cyprus,CYP,Government Effectiveness: Estimate,GE.EST,0.9924904
Czech Republic,CZE,Government Effectiveness: Estimate,GE.EST,0.8856382
Denmark,DNK,Government Effectiveness: Estimate,GE.EST,1.937899
Djibouti,DJI,Government Effectiveness: Estimate,GE.EST,-0.7133427
Dominica,DMA,Government Effectiveness: Estimate,GE.EST,-0.2612646
Dominican Republic,DOM,Government Effectiveness: Estimate,GE.EST,-0.357478
Ecuador,ECU,Government Effectiveness: Estimate,GE.EST,-0.3985842
"Egypt, Arab Rep.",EGY,Government Effectiveness: Estimate,GE.EST,-0.4235377
El Salvador,SLV,Government Effectiveness: Estimate,GE.EST,-0.4654403
Equatorial Guinea,GNQ,Government Effectiveness: Estimate,GE.EST,-1.342012
Eritrea,ERI,Government Effectiveness: Estimate,GE.EST,-1.757369
Estonia,EST,Government Effectiveness: Estimate,GE.EST,1.174747
Eswatini,SWZ,Government Effectiveness: Estimate,GE.EST,-0.678317
Ethiopia,ETH,Government Effectiveness: Estimate,GE.EST,-0.6345773
Fiji,FJI,Government Effectiveness: Estimate,GE.EST,0.2040977
Finland,FIN,Government Effectiveness: Estimate,GE.EST,1.929313
France,FRA,Government Effectiveness: Estimate,GE.EST,1.384611
French Guiana,GUF,Government Effectiveness: Estimate,GE.EST,1.387373
Gabon,GAB,Government Effectiveness: Estimate,GE.EST,-0.8977532
"Gambia, The",GMB,Government Effectiveness: Estimate,GE.EST,-0.630676
Georgia,GEO,Government Effectiveness: Estimate,GE.EST,0.8299233
Germany,DEU,Government Effectiveness: Estimate,GE.EST,1.585309
Ghana,GHA,Government Effectiveness: Estimate,GE.EST,-0.210104
Greece,GRC,Government Effectiveness: Estimate,GE.EST,0.4055903
Greenland,GRL,Government Effectiveness: Estimate,GE.EST,0.8137978
Grenada,GRD,Government Effectiveness: Estimate,GE.EST,-0.1359288
Guam,GUM,Government Effectiveness: Estimate,GE.EST,0.2693615
Guatemala,GTM,Government Effectiveness: Estimate,GE.EST,-0.6768408
Guinea,GIN,Government Effectiveness: Estimate,GE.EST,-0.7787458
Guinea-Bissau,GNB,Government Effectiveness: Estimate,GE.EST,-1.514441
Guyana,GUY,Government Effectiveness: Estimate,GE.EST,-0.3860605
Haiti,HTI,Government Effectiveness: Estimate,GE.EST,-2.015388
Honduras,HND,Government Effectiveness: Estimate,GE.EST,-0.6117631
"Hong Kong SAR, China",HKG,Government Effectiveness: Estimate,GE.EST,1.741097
Hungary,HUN,Government Effectiveness: Estimate,GE.EST,0.4953651
Iceland,ISL,Government Effectiveness: Estimate,GE.EST,1.518278
India,IND,Government Effectiveness: Estimate,GE.EST,0.1715544
Indonesia,IDN,Government Effectiveness: Estimate,GE.EST,0.1827407
"Iran, Islamic Rep.",IRN,Government Effectiveness: Estimate,GE.EST,-0.5535024
Iraq,IRQ,Government Effectiveness: Estimate,GE.EST,-1.33627
Ireland,IRL,Government Effectiveness: Estimate,GE.EST,1.281375
Israel,ISR,Government Effectiveness: Estimate,GE.EST,1.325652
Italy,ITA,Government Effectiveness: Estimate,GE.EST,0.4619361
Jamaica,JAM,Government Effectiveness: Estimate,GE.EST,0.4958208
Japan,JPN,Government Effectiveness: Estimate,GE.EST,1.586664
"Jersey, Channel Islands",JEY,Government Effectiveness: Estimate,GE.EST,1.237505
Jordan,JOR,Government Effectiveness: Estimate,GE.EST,0.0994703
Kazakhstan,KAZ,Government Effectiveness: Estimate,GE.EST,0.1247125
Kenya,KEN,Government Effectiveness: Estimate,GE.EST,-0.3832689
Kiribati,KIR,Government Effectiveness: Estimate,GE.EST,-0.2355355
"Korea, Dem. People’s Rep.",PRK,Government Effectiveness: Estimate,GE.EST,-1.396788
"Korea, Rep.",KOR,Government Effectiveness: Estimate,GE.EST,1.376418
Kosovo,XKX,Government Effectiveness: Estimate,GE.EST,-0.3494129
Kuwait,KWT,Government Effectiveness: Estimate,GE.EST,0.0184673
Kyrgyz Republic,KGZ,Government Effectiveness: Estimate,GE.EST,-0.6815209
Lao PDR,LAO,Government Effectiveness: Estimate,GE.EST,-0.7845454
Latvia,LVA,Government Effectiveness: Estimate,GE.EST,1.105028
Lebanon,LBN,Government Effectiveness: Estimate,GE.EST,-0.8328025
Lesotho,LSO,Government Effectiveness: Estimate,GE.EST,-0.8322617
Liberia,LBR,Government Effectiveness: Estimate,GE.EST,-1.375133
Libya,LBY,Government Effectiveness: Estimate,GE.EST,-1.922143
Liechtenstein,LIE,Government Effectiveness: Estimate,GE.EST,1.696766
Lithuania,LTU,Government Effectiveness: Estimate,GE.EST,1.043381
Luxembourg,LUX,Government Effectiveness: Estimate,GE.EST,1.733646
"Macao SAR, China",MAC,Government Effectiveness: Estimate,GE.EST,1.169394
Madagascar,MDG,Government Effectiveness: Estimate,GE.EST,-1.142454
Malawi,MWI,Government Effectiveness: Estimate,GE.EST,-0.7494367
Malaysia,MYS,Government Effectiveness: Estimate,GE.EST,0.9986857
Maldives,MDV,Government Effectiveness: Estimate,GE.EST,-0.1942183
Mali,MLI,Government Effectiveness: Estimate,GE.EST,-1.056444
Malta,MLT,Government Effectiveness: Estimate,GE.EST,0.85842
Marshall Islands,MHL,Government Effectiveness: Estimate,GE.EST,-1.470598
Martinique,MTQ,Government Effectiveness: Estimate,GE.EST,1.089055
Mauritania,MRT,Government Effectiveness: Estimate,GE.EST,-0.4982125
Mauritius,MUS,Government Effectiveness: Estimate,GE.EST,0.8711399
Mexico,MEX,Government Effectiveness: Estimate,GE.EST,-0.1570084
"Micronesia, Fed. Sts.",FSM,Government Effectiveness: Estimate,GE.EST,-0.1870816
Moldova,MDA,Government Effectiveness: Estimate,GE.EST,-0.3834049
Monaco,MCO,Government Effectiveness: Estimate,GE.EST,..
Mongolia,MNG,Government Effectiveness: Estimate,GE.EST,-0.1948303
Montenegro,MNE,Government Effectiveness: Estimate,GE.EST,0.1562576
Morocco,MAR,Government Effectiveness: Estimate,GE.EST,-0.1192252
Mozambique,MOZ,Government Effectiveness: Estimate,GE.EST,-0.8232896
Myanmar,MMR,Government Effectiveness: Estimate,GE.EST,-1.149869
Namibia,NAM,Government Effectiveness: Estimate,GE.EST,0.0966495
Nauru,NRU,Government Effectiveness: Estimate,GE.EST,-0.1294804
Nepal,NPL,Government Effectiveness: Estimate,GE.EST,-1.0452
Netherlands,NLD,Government Effectiveness: Estimate,GE.EST,1.798008
Netherlands Antilles,ANT,Government Effectiveness: Estimate,GE.EST,..
New Zealand,NZL,Government Effectiveness: Estimate,GE.EST,1.670904
Nicaragua,NIC,Government Effectiveness: Estimate,GE.EST,-0.7708744
Niger,NER,Government Effectiveness: Estimate,GE.EST,-0.8010617
Nigeria,NGA,Government Effectiveness: Estimate,GE.EST,-1.088634
Niue,NIU,Government Effectiveness: Estimate,GE.EST,..
North Macedonia,MKD,Government Effectiveness: Estimate,GE.EST,-0.0024858
Norway,NOR,Government Effectiveness: Estimate,GE.EST,1.862292
Oman,OMN,Government Effectiveness: Estimate,GE.EST,0.2593093
Pakistan,PAK,Government Effectiveness: Estimate,GE.EST,-0.6770047
Palau,PLW,Government Effectiveness: Estimate,GE.EST,-0.0454221
Panama,PAN,Government Effectiveness: Estimate,GE.EST,0.0655402
Papua New Guinea,PNG,Government Effectiveness: Estimate,GE.EST,-0.808679
Paraguay,PRY,Government Effectiveness: Estimate,GE.EST,-0.5337567
Peru,PER,Government Effectiveness: Estimate,GE.EST,-0.0675457
Philippines,PHL,Government Effectiveness: Estimate,GE.EST,0.0529682
Poland,POL,Government Effectiveness: Estimate,GE.EST,0.6016292
Portugal,PRT,Government Effectiveness: Estimate,GE.EST,1.154005
Puerto Rico,PRI,Government Effectiveness: Estimate,GE.EST,-0.1642736
Qatar,QAT,Government Effectiveness: Estimate,GE.EST,0.7052068
Reunion,REU,Government Effectiveness: Estimate,GE.EST,1.089055
Romania,ROU,Government Effectiveness: Estimate,GE.EST,-0.2812438
Russian Federation,RUS,Government Effectiveness: Estimate,GE.EST,0.1503649
Rwanda,RWA,Government Effectiveness: Estimate,GE.EST,0.1850227
Samoa,WSM,Government Effectiveness: Estimate,GE.EST,0.436413
San Marino,SMR,Government Effectiveness: Estimate,GE.EST,..
Sao Tome and Principe,STP,Government Effectiveness: Estimate,GE.EST,-0.626914
Saudi Arabia,SAU,Government Effectiveness: Estimate,GE.EST,0.3064449
Senegal,SEN,Government Effectiveness: Estimate,GE.EST,-0.0573694
Serbia,SRB,Government Effectiveness: Estimate,GE.EST,0.0190787
Seychelles,SYC,Government Effectiveness: Estimate,GE.EST,0.5179414
Sierra Leone,SLE,Government Effectiveness: Estimate,GE.EST,-1.126595
Singapore,SGP,Government Effectiveness: Estimate,GE.EST,2.221086
Slovak Republic,SVK,Government Effectiveness: Estimate,GE.EST,0.6739017
Slovenia,SVN,Government Effectiveness: Estimate,GE.EST,1.081404
Solomon Islands,SLB,Government Effectiveness: Estimate,GE.EST,-0.9972016
Somalia,SOM,Government Effectiveness: Estimate,GE.EST,-2.237149
South Africa,ZAF,Government Effectiveness: Estimate,GE.EST,0.3673802
South Sudan,SSD,Government Effectiveness: Estimate,GE.EST,-2.451555
Spain,ESP,Government Effectiveness: Estimate,GE.EST,0.9990447
Sri Lanka,LKA,Government Effectiveness: Estimate,GE.EST,-0.1135499
St. Kitts and Nevis,KNA,Government Effectiveness: Estimate,GE.EST,0.5425926
St. Lucia,LCA,Government Effectiveness: Estimate,GE.EST,0.2258496
St. Vincent and the Grenadines,VCT,Government Effectiveness: Estimate,GE.EST,0.2258496
Sudan,SDN,Government Effectiveness: Estimate,GE.EST,-1.621905
Suriname,SUR,Government Effectiveness: Estimate,GE.EST,-0.5900614
Sweden,SWE,Government Effectiveness: Estimate,GE.EST,1.829901
Switzerland,CHE,Government Effectiveness: Estimate,GE.EST,1.95212
Syrian Arab Republic,SYR,Government Effectiveness: Estimate,GE.EST,-1.711279
"Taiwan, China",TWN,Government Effectiveness: Estimate,GE.EST,1.436754
Tajikistan,TJK,Government Effectiveness: Estimate,GE.EST,-1.049005
Tanzania,TZA,Government Effectiveness: Estimate,GE.EST,-0.8790504
Thailand,THA,Government Effectiveness: Estimate,GE.EST,0.3570563
Timor-Leste,TLS,Government Effectiveness: Estimate,GE.EST,-0.8846924
Togo,TGO,Government Effectiveness: Estimate,GE.EST,-0.9173347
Tonga,TON,Government Effectiveness: Estimate,GE.EST,0.1627243
Trinidad and Tobago,TTO,Government Effectiveness: Estimate,GE.EST,0.1001515
Tunisia,TUN,Government Effectiveness: Estimate,GE.EST,-0.1022739
Turkey,TUR,Government Effectiveness: Estimate,GE.EST,0.048386
Turkmenistan,TKM,Government Effectiveness: Estimate,GE.EST,-1.15624
Tuvalu,TUV,Government Effectiveness: Estimate,GE.EST,-0.6466321
Uganda,UGA,Government Effectiveness: Estimate,GE.EST,-0.5852001
Ukraine,UKR,Government Effectiveness: Estimate,GE.EST,-0.2965825
United Arab Emirates,ARE,Government Effectiveness: Estimate,GE.EST,1.377221
United Kingdom,GBR,Government Effectiveness: Estimate,GE.EST,1.435909
United States,USA,Government Effectiveness: Estimate,GE.EST,1.489182
Uruguay,URY,Government Effectiveness: Estimate,GE.EST,0.6957388
Uzbekistan,UZB,Government Effectiveness: Estimate,GE.EST,-0.514649
Vanuatu,VUT,Government Effectiveness: Estimate,GE.EST,-0.5464751
"Venezuela, RB",VEN,Government Effectiveness: Estimate,GE.EST,-1.658307
Vietnam,VNM,Government Effectiveness: Estimate,GE.EST,0.0390768
Virgin Islands (U.S.),VIR,Government Effectiveness: Estimate,GE.EST,0.8158239
West Bank and Gaza,PSE,Government Effectiveness: Estimate,GE.EST,-0.7440846
"Yemen, Rep.",YEM,Government Effectiveness: Estimate,GE.EST,-2.279422
Zambia,ZMB,Government Effectiveness: Estimate,GE.EST,-0.6752145
Zimbabwe,ZWE,Government Effectiveness: Estimate,GE.EST,-1.205337
,,,,
,,,,
,,,,
Data from database: Worldwide Governance Indicators,,,,
Last Updated: 09/28/2020,,,,
