Country Name,Country Code,Series Name,Series Code,2019 [YR2019]
Comoros,COM,Rule of Law: Estimate,RL.EST,-1.087503
"Congo, Dem. Rep.",COD,Rule of Law: Estimate,RL.EST,-1.786088
"Congo, Rep.",COG,Rule of Law: Estimate,RL.EST,-1.149709
Cook Islands,COK,Rule of Law: Estimate,RL.EST,..
Costa Rica,CRI,Rule of Law: Estimate,RL.EST,0.5440922
Cote d'Ivoire,CIV,Rule of Law: Estimate,RL.EST,-0.5669066
Croatia,HRV,Rule of Law: Estimate,RL.EST,0.3661346
Cuba,CUB,Rule of Law: Estimate,RL.EST,-0.3224891
Cyprus,CYP,Rule of Law: Estimate,RL.EST,0.7598994
Czech Republic,CZE,Rule of Law: Estimate,RL.EST,1.046504
Denmark,DNK,Rule of Law: Estimate,RL.EST,1.898457
Djibouti,DJI,Rule of Law: Estimate,RL.EST,-0.9144034
Dominica,DMA,Rule of Law: Estimate,RL.EST,0.6863382
Dominican Republic,DOM,Rule of Law: Estimate,RL.EST,-0.3476975
Ecuador,ECU,Rule of Law: Estimate,RL.EST,-0.5773571
"Egypt, Arab Rep.",EGY,Rule of Law: Estimate,RL.EST,-0.420846
El Salvador,SLV,Rule of Law: Estimate,RL.EST,-0.7624596
Equatorial Guinea,GNQ,Rule of Law: Estimate,RL.EST,-1.422315
Eritrea,ERI,Rule of Law: Estimate,RL.EST,-1.595496
Estonia,EST,Rule of Law: Estimate,RL.EST,1.281257
Eswatini,SWZ,Rule of Law: Estimate,RL.EST,-0.5018827
Ethiopia,ETH,Rule of Law: Estimate,RL.EST,-0.4734782
Fiji,FJI,Rule of Law: Estimate,RL.EST,-0.0257588
Finland,FIN,Rule of Law: Estimate,RL.EST,2.022146
France,FRA,Rule of Law: Estimate,RL.EST,1.412058
French Guiana,GUF,Rule of Law: Estimate,RL.EST,1.165919
Gabon,GAB,Rule of Law: Estimate,RL.EST,-0.732851
"Gambia, The",GMB,Rule of Law: Estimate,RL.EST,-0.3715761
Georgia,GEO,Rule of Law: Estimate,RL.EST,0.3099792
Germany,DEU,Rule of Law: Estimate,RL.EST,1.618773
Ghana,GHA,Rule of Law: Estimate,RL.EST,0.0468897
Greece,GRC,Rule of Law: Estimate,RL.EST,0.198838
Greenland,GRL,Rule of Law: Estimate,RL.EST,1.745989
Grenada,GRD,Rule of Law: Estimate,RL.EST,0.1758633
Guam,GUM,Rule of Law: Estimate,RL.EST,1.335098
Guatemala,GTM,Rule of Law: Estimate,RL.EST,-1.052289
Guinea,GIN,Rule of Law: Estimate,RL.EST,-1.209028
Guinea-Bissau,GNB,Rule of Law: Estimate,RL.EST,-1.264045
Guyana,GUY,Rule of Law: Estimate,RL.EST,-0.4313481
Haiti,HTI,Rule of Law: Estimate,RL.EST,-0.9711014
Honduras,HND,Rule of Law: Estimate,RL.EST,-1.00908
"Hong Kong SAR, China",HKG,Rule of Law: Estimate,RL.EST,1.604144
Hungary,HUN,Rule of Law: Estimate,RL.EST,0.4931345
Iceland,ISL,Rule of Law: Estimate,RL.EST,1.766924
India,IND,Rule of Law: Estimate,RL.EST,-0.0307584
Indonesia,IDN,Rule of Law: Estimate,RL.EST,-0.3425302
"Iran, Islamic Rep.",IRN,Rule of Law: Estimate,RL.EST,-0.7493721
Iraq,IRQ,Rule of Law: Estimate,RL.EST,-1.722463
Ireland,IRL,Rule of Law: Estimate,RL.EST,1.39423
Israel,ISR,Rule of Law: Estimate,RL.EST,1.04759
Italy,ITA,Rule of Law: Estimate,RL.EST,0.280191
Jamaica,JAM,Rule of Law: Estimate,RL.EST,-0.3125736
Japan,JPN,Rule of Law: Estimate,RL.EST,1.537965
"Jersey, Channel Islands",JEY,Rule of Law: Estimate,RL.EST,1.745989
Jordan,JOR,Rule of Law: Estimate,RL.EST,0.1439575
Kazakhstan,KAZ,Rule of Law: Estimate,RL.EST,-0.4324133
Kenya,KEN,Rule of Law: Estimate,RL.EST,-0.4543177
Kiribati,KIR,Rule of Law: Estimate,RL.EST,0.7377026
"Korea, Dem. People’s Rep.",PRK,Rule of Law: Estimate,RL.EST,-1.651461
"Korea, Rep.",KOR,Rule of Law: Estimate,RL.EST,1.194071
Kosovo,XKX,Rule of Law: Estimate,RL.EST,-0.3930174
Kuwait,KWT,Rule of Law: Estimate,RL.EST,0.215674
Kyrgyz Republic,KGZ,Rule of Law: Estimate,RL.EST,-0.8863015
Lao PDR,LAO,Rule of Law: Estimate,RL.EST,-0.9411008
Latvia,LVA,Rule of Law: Estimate,RL.EST,1.013924
Lebanon,LBN,Rule of Law: Estimate,RL.EST,-0.8582801
Lesotho,LSO,Rule of Law: Estimate,RL.EST,-0.3805971
Liberia,LBR,Rule of Law: Estimate,RL.EST,-0.9952112
Libya,LBY,Rule of Law: Estimate,RL.EST,-1.848054
Liechtenstein,LIE,Rule of Law: Estimate,RL.EST,1.679333
Lithuania,LTU,Rule of Law: Estimate,RL.EST,1.022871
Luxembourg,LUX,Rule of Law: Estimate,RL.EST,1.793426
"Macao SAR, China",MAC,Rule of Law: Estimate,RL.EST,0.9188038
Madagascar,MDG,Rule of Law: Estimate,RL.EST,-1.008813
Malawi,MWI,Rule of Law: Estimate,RL.EST,-0.3311234
Malaysia,MYS,Rule of Law: Estimate,RL.EST,0.5909452
Maldives,MDV,Rule of Law: Estimate,RL.EST,-0.4110879
Mali,MLI,Rule of Law: Estimate,RL.EST,-0.8342336
Malta,MLT,Rule of Law: Estimate,RL.EST,0.9522323
Marshall Islands,MHL,Rule of Law: Estimate,RL.EST,-0.0330941
Martinique,MTQ,Rule of Law: Estimate,RL.EST,0.6005772
Mauritania,MRT,Rule of Law: Estimate,RL.EST,-0.5827179
Mauritius,MUS,Rule of Law: Estimate,RL.EST,0.7635766
Mexico,MEX,Rule of Law: Estimate,RL.EST,-0.6581036
"Micronesia, Fed. Sts.",FSM,Rule of Law: Estimate,RL.EST,0.0241157
Moldova,MDA,Rule of Law: Estimate,RL.EST,-0.3730286
Monaco,MCO,Rule of Law: Estimate,RL.EST,..
Mongolia,MNG,Rule of Law: Estimate,RL.EST,-0.266293
Montenegro,MNE,Rule of Law: Estimate,RL.EST,0.0957448
Morocco,MAR,Rule of Law: Estimate,RL.EST,-0.1356491
Mozambique,MOZ,Rule of Law: Estimate,RL.EST,-1.020184
Myanmar,MMR,Rule of Law: Estimate,RL.EST,-1.062784
Namibia,NAM,Rule of Law: Estimate,RL.EST,0.3099801
Nauru,NRU,Rule of Law: Estimate,RL.EST,-0.7636908
Nepal,NPL,Rule of Law: Estimate,RL.EST,-0.5355341
Netherlands,NLD,Rule of Law: Estimate,RL.EST,1.808467
Netherlands Antilles,ANT,Rule of Law: Estimate,RL.EST,..
New Zealand,NZL,Rule of Law: Estimate,RL.EST,1.884739
Nicaragua,NIC,Rule of Law: Estimate,RL.EST,-1.17569
Niger,NER,Rule of Law: Estimate,RL.EST,-0.5329312
Nigeria,NGA,Rule of Law: Estimate,RL.EST,-0.8979821
Niue,NIU,Rule of Law: Estimate,RL.EST,..
North Macedonia,MKD,Rule of Law: Estimate,RL.EST,-0.2434363
Norway,NOR,Rule of Law: Estimate,RL.EST,1.984915
Oman,OMN,Rule of Law: Estimate,RL.EST,0.5544039
Pakistan,PAK,Rule of Law: Estimate,RL.EST,-0.6675787
Palau,PLW,Rule of Law: Estimate,RL.EST,0.3144576
Panama,PAN,Rule of Law: Estimate,RL.EST,-0.119035
Papua New Guinea,PNG,Rule of Law: Estimate,RL.EST,-0.8009731
Paraguay,PRY,Rule of Law: Estimate,RL.EST,-0.5564034
Peru,PER,Rule of Law: Estimate,RL.EST,-0.4872026
Philippines,PHL,Rule of Law: Estimate,RL.EST,-0.4773007
Poland,POL,Rule of Law: Estimate,RL.EST,0.452093
Portugal,PRT,Rule of Law: Estimate,RL.EST,1.135677
Puerto Rico,PRI,Rule of Law: Estimate,RL.EST,0.5873398
Qatar,QAT,Rule of Law: Estimate,RL.EST,0.7343184
Reunion,REU,Rule of Law: Estimate,RL.EST,0.8454176
Romania,ROU,Rule of Law: Estimate,RL.EST,0.3640046
Russian Federation,RUS,Rule of Law: Estimate,RL.EST,-0.7236885
Rwanda,RWA,Rule of Law: Estimate,RL.EST,0.0761882
Samoa,WSM,Rule of Law: Estimate,RL.EST,1.077064
San Marino,SMR,Rule of Law: Estimate,RL.EST,..
Sao Tome and Principe,STP,Rule of Law: Estimate,RL.EST,-0.6797023
Saudi Arabia,SAU,Rule of Law: Estimate,RL.EST,0.1685559
Senegal,SEN,Rule of Law: Estimate,RL.EST,-0.1907603
Serbia,SRB,Rule of Law: Estimate,RL.EST,-0.1190698
Seychelles,SYC,Rule of Law: Estimate,RL.EST,0.1714361
Sierra Leone,SLE,Rule of Law: Estimate,RL.EST,-0.7663631
Singapore,SGP,Rule of Law: Estimate,RL.EST,1.878559
Slovak Republic,SVK,Rule of Law: Estimate,RL.EST,0.5567357
Slovenia,SVN,Rule of Law: Estimate,RL.EST,1.118421
Solomon Islands,SLB,Rule of Law: Estimate,RL.EST,-0.1398676
Somalia,SOM,Rule of Law: Estimate,RL.EST,-2.350358
South Africa,ZAF,Rule of Law: Estimate,RL.EST,-0.0764077
South Sudan,SSD,Rule of Law: Estimate,RL.EST,-1.969724
Spain,ESP,Rule of Law: Estimate,RL.EST,0.9790522
Sri Lanka,LKA,Rule of Law: Estimate,RL.EST,-0.0119834
St. Kitts and Nevis,KNA,Rule of Law: Estimate,RL.EST,0.4797953
St. Lucia,LCA,Rule of Law: Estimate,RL.EST,0.5691295
St. Vincent and the Grenadines,VCT,Rule of Law: Estimate,RL.EST,0.4463562
Sudan,SDN,Rule of Law: Estimate,RL.EST,-1.140473
Suriname,SUR,Rule of Law: Estimate,RL.EST,-0.0596512
Sweden,SWE,Rule of Law: Estimate,RL.EST,1.906526
Switzerland,CHE,Rule of Law: Estimate,RL.EST,1.906641
Syrian Arab Republic,SYR,Rule of Law: Estimate,RL.EST,-2.076063
"Taiwan, China",TWN,Rule of Law: Estimate,RL.EST,1.141121
Tajikistan,TJK,Rule of Law: Estimate,RL.EST,-1.227941
Tanzania,TZA,Rule of Law: Estimate,RL.EST,-0.5779313
Thailand,THA,Rule of Law: Estimate,RL.EST,0.1028816
Timor-Leste,TLS,Rule of Law: Estimate,RL.EST,-1.111015
Togo,TGO,Rule of Law: Estimate,RL.EST,-0.5887967
Tonga,TON,Rule of Law: Estimate,RL.EST,0.4586692
Trinidad and Tobago,TTO,Rule of Law: Estimate,RL.EST,-0.1202659
Tunisia,TUN,Rule of Law: Estimate,RL.EST,0.0622187
Turkey,TUR,Rule of Law: Estimate,RL.EST,-0.2829632
Turkmenistan,TKM,Rule of Law: Estimate,RL.EST,-1.414785
Tuvalu,TUV,Rule of Law: Estimate,RL.EST,0.4812893
Uganda,UGA,Rule of Law: Estimate,RL.EST,-0.3146112
Ukraine,UKR,Rule of Law: Estimate,RL.EST,-0.6983514
United Arab Emirates,ARE,Rule of Law: Estimate,RL.EST,0.8402188
United Kingdom,GBR,Rule of Law: Estimate,RL.EST,1.600911
United States,USA,Rule of Law: Estimate,RL.EST,1.461094
Uruguay,URY,Rule of Law: Estimate,RL.EST,0.6212631
Uzbekistan,UZB,Rule of Law: Estimate,RL.EST,-1.048182
Vanuatu,VUT,Rule of Law: Estimate,RL.EST,0.1778533
"Venezuela, RB",VEN,Rule of Law: Estimate,RL.EST,-2.320054
Vietnam,VNM,Rule of Law: Estimate,RL.EST,-0.0168988
Virgin Islands (U.S.),VIR,Rule of Law: Estimate,RL.EST,1.090258
West Bank and Gaza,PSE,Rule of Law: Estimate,RL.EST,-0.4854801
"Yemen, Rep.",YEM,Rule of Law: Estimate,RL.EST,-1.773346
Zambia,ZMB,Rule of Law: Estimate,RL.EST,-0.4620693
Zimbabwe,ZWE,Rule of Law: Estimate,RL.EST,-1.257009
,,,,
,,,,
,,,,
Data from database: Worldwide Governance Indicators,,,,
Last Updated: 09/28/2020,,,,
