Country Name,Country Code,Series Name,Series Code,2019 [YR2019]
Oman,OMN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.5934848
Pakistan,PAK,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.246336
Palau,PLW,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.8625854
Panama,PAN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.3068049
Papua New Guinea,PNG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.8261072
Paraguay,PRY,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.0019132
Peru,PER,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.1417345
Philippines,PHL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.8849657
Poland,POL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.5215149
Portugal,PRT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.128248
Puerto Rico,PRI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.1233831
Qatar,QAT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.7046954
Reunion,REU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.250413
Romania,ROU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.5255054
Russian Federation,RUS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.542304
Rwanda,RWA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.1156722
Samoa,WSM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.120511
San Marino,SMR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.8996959
Sao Tome and Principe,STP,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.5156373
Saudi Arabia,SAU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.427996
Senegal,SEN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.0573639
Serbia,SRB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.0916651
Seychelles,SYC,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.689437
Sierra Leone,SLE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.0981833
Singapore,SGP,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.531602
Slovak Republic,SVK,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.7827882
Slovenia,SVN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.8167541
Solomon Islands,SLB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.501784
Somalia,SOM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.383227
South Africa,ZAF,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.2179309
South Sudan,SSD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.558902
Spain,ESP,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.3228728
Sri Lanka,LKA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.2281242
St. Kitts and Nevis,KNA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.7282763
St. Lucia,LCA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.9261938
St. Vincent and the Grenadines,VCT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.959709
Sudan,SDN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.673614
Suriname,SUR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.1134033
Sweden,SWE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.051791
Switzerland,CHE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.336993
Syrian Arab Republic,SYR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.727996
"Taiwan, China",TWN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.7195977
Tajikistan,TJK,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.5751481
Tanzania,TZA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.3620471
Thailand,THA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.5375581
Timor-Leste,TLS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.2398703
Togo,TGO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.805393
Tonga,TON,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.120511
Trinidad and Tobago,TTO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.0552402
Tunisia,TUN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.8325363
Turkey,TUR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.342829
Turkmenistan,TKM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.093641
Tuvalu,TUV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.204567
Uganda,UGA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.6457884
Ukraine,UKR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.52387
United Arab Emirates,ARE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.7034943
United Kingdom,GBR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.5191886
United States,USA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.2979858
Uruguay,URY,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.045503
Uzbekistan,UZB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.2724334
Vanuatu,VUT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.026295
"Venezuela, RB",VEN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.445485
Vietnam,VNM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.1318749
Virgin Islands (U.S.),VIR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.077228
West Bank and Gaza,PSE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.942078
"Yemen, Rep.",YEM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.768294
Zambia,ZMB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.1022162
Zimbabwe,ZWE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.9201785
,,,,
,,,,
,,,,
Data from database: Worldwide Governance Indicators,,,,
Last Updated: 09/28/2020,,,,
